text_length,fuzz_score,tf-idf_score,cos_sim_score,split_markers_number,complexity_markers_number,key_phrases_matches,has_span,span_normalized_position,span_ratio_split_complex,global_ratio_split_complex,apriory_pair_split_rate,candidate_title_match,candidate_title_fuzz
102.0,0.8181818181818181,0.027601841366032845,0.002625631031007746,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2863568215892054,0.0,0.5555555555555556
102.0,0.6666666666666667,0.05988260186348471,0.003748422350881958,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30214723926380366,0.0,0.5
86.0,0.9,0.2057429714568759,0.01951129524105324,9.0,1.0,0.0,0.0,0.0,0.0,0.9,0.2675086107921929,0.0,0.9
86.0,1.0,0.31894802868975847,0.022321139678438195,9.0,1.0,1.0,1.0,0.35313531353135313,0.0,0.9,0.2863568215892054,0.0,0.8888888888888888
86.0,1.0,0.26437862666719797,0.019664697714880497,9.0,1.0,1.0,1.0,0.5363036303630363,1.0,0.9,0.3110367892976589,1.0,1.0
86.0,1.0,0.4361036716340831,0.025944679620440416,9.0,1.0,1.0,1.0,0.40594059405940597,0.0,0.9,0.28366013071895424,0.0,0.7142857142857143
86.0,1.0,0.48775066004342726,0.04196181966965016,9.0,1.0,1.0,1.0,0.466996699669967,0.0,0.9,0.288107202680067,1.0,1.0
86.0,1.0,0.39186594972868877,0.02826991078993806,9.0,1.0,2.0,1.0,0.4306930693069307,0.0,0.9,0.2607879924953096,0.0,0.6666666666666667
86.0,1.0,0.2832974965178701,0.02011280483939937,9.0,1.0,1.0,1.0,0.32673267326732675,0.0,0.9,0.26702269692923897,0.0,0.6666666666666667
86.0,1.0,0.34824832866532124,0.027052748992234033,9.0,1.0,2.0,1.0,0.3069306930693069,0.0,0.9,0.30214723926380366,0.0,0.5555555555555556
86.0,1.0,0.6520294341062488,0.04035149615946402,9.0,1.0,1.0,1.0,0.22607260726072606,1.0,0.9,0.28342245989304815,0.0,0.6111111111111112
150.0,1.0,0.5260808435390876,0.04739276217093314,17.0,1.0,1.0,1.0,0.8093896713615023,1.0,0.9444444444444444,0.2675086107921929,0.0,0.9
150.0,0.8888888888888888,0.4019864676953006,0.04022130796727122,17.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.2863568215892054,0.0,0.8888888888888888
150.0,0.736842105263158,0.2957807783141186,0.015906521159608056,17.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.3110367892976589,0.0,0.5625
150.0,1.0,0.4309313442536259,0.02176058838761761,17.0,1.0,1.0,1.0,0.23286384976525823,1.0,0.9444444444444444,0.28366013071895424,0.0,0.6428571428571428
150.0,0.9285714285714286,0.3278608754521929,0.019978645673278835,17.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.288107202680067,0.0,0.9285714285714286
150.0,0.9523809523809522,0.4986157650841122,0.038769966576117636,17.0,1.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.30214723926380366,0.0,0.6666666666666667
150.0,1.0,0.32073426357256174,0.0259592211349822,17.0,1.0,1.0,1.0,0.612206572769953,1.0,0.9444444444444444,0.2764423076923077,1.0,1.0
150.0,1.0,0.5754547239158485,0.03441677087294481,17.0,1.0,2.0,1.0,0.2,1.0,0.9444444444444444,0.28342245989304815,0.0,0.6111111111111112
28.0,1.0,0.3556711874685812,0.026644834427620296,4.0,5.0,1.0,1.0,0.6523809523809524,0.5,0.4444444444444444,0.2675086107921929,0.0,0.8
28.0,1.0,0.5049178772505294,0.030660974440729436,4.0,5.0,1.0,1.0,0.36666666666666664,0.6666666666666666,0.4444444444444444,0.2863568215892054,0.0,0.6666666666666667
28.0,1.0,0.5009969260697736,0.03630001514058334,4.0,5.0,1.0,1.0,0.9238095238095239,0.5,0.4444444444444444,0.3110367892976589,1.0,1.0
28.0,1.0,0.5977776585160051,0.0426277632804054,4.0,5.0,1.0,1.0,0.5714285714285714,0.0,0.4444444444444444,0.28366013071895424,0.0,0.4545454545454546
28.0,1.0,0.5453074073004377,0.047269886831947924,4.0,5.0,1.0,1.0,0.48095238095238096,1.0,0.4444444444444444,0.30214723926380366,1.0,1.0
8.0,0.8333333333333335,0.1061325762196683,0.010524199766842471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30214723926380366,0.0,0.4444444444444444
530.0,1.0,0.369901492612187,0.03429323073597558,60.0,13.0,3.0,1.0,0.41516516516516516,0.0,0.821917808219178,0.2675086107921929,1.0,1.0
530.0,1.0,0.4098029770666352,0.028130863446730728,60.0,13.0,2.0,1.0,0.6679179179179179,0.75,0.821917808219178,0.2863568215892054,1.0,1.0
530.0,0.75,0.3492439657447818,0.018590255005435003,60.0,13.0,0.0,0.0,0.0,0.0,0.821917808219178,0.3110367892976589,0.0,0.6875
530.0,1.0,0.468732707330558,0.027794988341244057,60.0,13.0,1.0,1.0,0.46621621621621623,1.0,0.821917808219178,0.28366013071895424,1.0,1.0
530.0,0.8461538461538461,0.43168683845087374,0.02401319507197759,60.0,13.0,0.0,0.0,0.0,0.0,0.821917808219178,0.288107202680067,0.0,0.7142857142857143
530.0,1.0,0.6013631114204511,0.043764264619020145,60.0,13.0,4.0,1.0,0.39814814814814814,0.0,0.821917808219178,0.2607879924953096,1.0,1.0
530.0,1.0,0.4099871888691326,0.02665472704524148,60.0,13.0,2.0,1.0,0.39164164164164167,0.0,0.821917808219178,0.26702269692923897,0.0,0.6666666666666667
530.0,1.0,0.499312331577151,0.04091839350126593,60.0,13.0,2.0,1.0,0.46996996996997,0.0,0.821917808219178,0.30214723926380366,1.0,1.0
530.0,0.7419354838709676,0.290839400037298,0.013961344262908657,60.0,13.0,0.0,0.0,0.0,0.0,0.821917808219178,0.2764423076923077,0.0,0.5454545454545454
530.0,1.0,0.5551336132340812,0.031128901782687263,60.0,13.0,1.0,1.0,0.8393393393393394,1.0,0.821917808219178,0.28342245989304815,0.0,0.7222222222222221
29.0,1.0,0.42831048308560626,0.032601101829285065,3.0,2.0,1.0,1.0,0.7165775401069518,1.0,0.6,0.3110367892976589,1.0,1.0
29.0,1.0,0.50453894281676,0.04176652162930395,3.0,2.0,1.0,1.0,0.0,0.3333333333333333,0.6,0.28366013071895424,1.0,1.0
13.0,1.0,0.3878157333498894,0.04507113456982381,2.0,1.0,1.0,1.0,0.5533980582524272,0.0,0.6666666666666666,0.28366013071895424,1.0,1.0
13.0,0.8333333333333335,0.20445449668873614,0.020415955170047316,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.288107202680067,0.0,0.5
13.0,1.0,0.4758711664235264,0.0410787185362846,2.0,1.0,1.0,1.0,0.8252427184466019,0.0,0.6666666666666666,0.26702269692923897,1.0,1.0
13.0,0.7857142857142857,0.3367534997615508,0.02961056149529731,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.30214723926380366,0.0,0.4444444444444444
13.0,1.0,0.19888750138396502,0.024450248417113015,2.0,1.0,1.0,1.0,0.4368932038834951,0.5,0.6666666666666666,0.2764423076923077,1.0,1.0
30.0,1.0,0.1289845730871526,0.01131789089615759,2.0,1.0,1.0,1.0,0.6465116279069767,0.0,0.6666666666666666,0.2675086107921929,1.0,1.0
30.0,0.6875,0.24032668855910141,0.01677026795670587,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.28366013071895424,0.0,0.5
30.0,1.0,0.41451491618708436,0.03884245731526362,2.0,1.0,1.0,1.0,0.9348837209302325,0.0,0.6666666666666666,0.288107202680067,1.0,1.0
30.0,0.8235294117647058,0.3452680199362535,0.026258198049162573,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2607879924953096,0.0,0.5333333333333333
30.0,0.8666666666666667,0.1517900664304775,0.014590654124149238,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.26702269692923897,0.0,0.6111111111111112
30.0,0.8181818181818181,0.20422631711195882,0.010213477075325172,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.30214723926380366,0.0,0.5555555555555556
30.0,1.0,0.2832910244239438,0.021572570998386963,2.0,1.0,1.0,1.0,0.7441860465116279,0.0,0.6666666666666666,0.2764423076923077,1.0,1.0
47.0,0.8,0.1016909836527157,0.00790302067349625,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2675086107921929,0.0,0.8
47.0,1.0,0.17014742864042348,0.014488170472590926,2.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.2863568215892054,0.0,0.6666666666666667
47.0,0.7272727272727273,0.04959320499043508,0.004390073095601022,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3110367892976589,0.0,0.625
47.0,1.0,0.47116425423223096,0.037813163999615526,2.0,0.0,1.0,1.0,0.546448087431694,0.0,1.0,0.28366013071895424,0.0,0.7142857142857143
47.0,1.0,0.448577359974504,0.038878063177175896,2.0,0.0,1.0,1.0,0.43169398907103823,0.0,1.0,0.288107202680067,1.0,1.0
47.0,1.0,0.22162177035345468,0.015953029053850886,2.0,0.0,1.0,1.0,0.25136612021857924,0.0,1.0,0.26702269692923897,0.0,0.6666666666666667
47.0,1.0,0.30585492282629734,0.02173264761828082,2.0,0.0,1.0,1.0,0.366120218579235,0.0,1.0,0.2764423076923077,1.0,1.0
19.0,1.0,0.0942318569719947,0.009612588810577395,1.0,0.0,1.0,1.0,0.1693548387096774,1.0,1.0,0.2675086107921929,1.0,1.0
19.0,0.625,0.029952292385750163,0.0007153274022090777,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26702269692923897,0.0,0.38888888888888884
73.0,1.0,0.3137113081066215,0.025175721788700846,9.0,6.0,1.0,1.0,0.42217898832684825,1.0,0.6,0.2675086107921929,0.0,0.9
73.0,0.8888888888888888,0.43996224822343716,0.030999025742808384,9.0,6.0,0.0,0.0,0.0,0.0,0.6,0.2863568215892054,0.0,0.8888888888888888
73.0,1.0,0.3057571319247448,0.02601570481847445,9.0,6.0,1.0,1.0,0.22568093385214008,0.0,0.6,0.288107202680067,1.0,1.0
73.0,0.7692307692307692,0.4102206234926806,0.022469956321132273,9.0,6.0,0.0,0.0,0.0,0.0,0.6,0.2607879924953096,0.0,0.7333333333333334
73.0,1.0,0.40608517363753927,0.024977574990468553,9.0,6.0,2.0,1.0,0.6264591439688716,1.0,0.6,0.2764423076923077,1.0,1.0
96.0,1.0,0.08173636551510798,0.007680060792820068,5.0,3.0,1.0,1.0,0.8894472361809045,0.0,0.625,0.2675086107921929,1.0,1.0
96.0,1.0,0.12410374378452534,0.009612841309341338,5.0,3.0,1.0,1.0,0.9112227805695142,0.0,0.625,0.2863568215892054,1.0,1.0
96.0,1.0,0.1975252081018408,0.01574828442513839,5.0,3.0,1.0,1.0,0.7755443886097152,1.0,0.625,0.28366013071895424,1.0,1.0
96.0,0.8,0.14187543368694297,0.009730959898702787,5.0,3.0,0.0,0.0,0.0,0.0,0.625,0.26702269692923897,0.0,0.5555555555555556
96.0,0.7857142857142857,0.1333945590191925,0.009791164969695232,5.0,3.0,0.0,0.0,0.0,0.0,0.625,0.30214723926380366,0.0,0.5
96.0,1.0,0.07018079742904146,0.008979580986633106,5.0,3.0,1.0,1.0,0.8006700167504187,1.0,0.625,0.2764423076923077,0.0,0.4545454545454546
24.0,0.6111111111111112,0.024398100577358608,0.0010452581464710222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2675086107921929,0.0,0.5
91.0,1.0,0.1412809638872903,0.010248539317726414,7.0,1.0,1.0,1.0,0.6755905511811023,1.0,0.875,0.2675086107921929,1.0,1.0
91.0,1.0,0.1410295716206219,0.011102196606446832,7.0,1.0,1.0,1.0,0.6566929133858268,1.0,0.875,0.2863568215892054,1.0,1.0
10.0,1.0,0.3137565680908718,0.045571161579347194,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.28366013071895424,1.0,1.0
18.0,0.9375,0.1954104975665465,0.018880511287013492,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2675086107921929,0.0,0.5
45.0,1.0,0.09321578053429741,0.008179319500282405,4.0,1.0,1.0,1.0,0.17407407407407408,1.0,0.8,0.2675086107921929,1.0,1.0
45.0,1.0,0.09281476143488845,0.008525225181598461,4.0,1.0,1.0,1.0,0.12962962962962962,0.5,0.8,0.2863568215892054,1.0,1.0
75.0,0.8235294117647058,0.11250188309225118,0.009692460093582218,7.0,3.0,0.0,0.0,0.0,0.0,0.7,0.2675086107921929,0.0,0.8
75.0,0.782608695652174,0.1656082791518157,0.010659730241424432,7.0,3.0,0.0,0.0,0.0,0.0,0.7,0.2863568215892054,0.0,0.6666666666666667
67.0,1.0,0.08532392318703805,0.008343456357001773,5.0,1.0,1.0,1.0,0.25697211155378485,0.0,0.8333333333333334,0.2675086107921929,1.0,1.0
67.0,1.0,0.14046764046933277,0.009931787561788873,5.0,1.0,1.0,1.0,0.23705179282868527,0.0,0.8333333333333334,0.2863568215892054,1.0,1.0
325.0,1.0,0.11719541634361194,0.007995674283291718,40.0,15.0,1.0,1.0,0.6283376399655469,1.0,0.7272727272727273,0.2675086107921929,0.0,0.9
325.0,1.0,0.18379519833384392,0.009765744438775233,40.0,15.0,1.0,1.0,0.6136950904392765,1.0,0.7272727272727273,0.2863568215892054,0.0,0.6666666666666667
325.0,1.0,0.23023684417769738,0.010313554952891678,40.0,15.0,1.0,1.0,0.4982773471145564,1.0,0.7272727272727273,0.28366013071895424,0.0,0.5
325.0,0.7333333333333334,0.24451478369437984,0.010328893822195635,40.0,15.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2607879924953096,0.0,0.7333333333333334
325.0,0.736842105263158,0.19582928683131004,0.009165770803262235,40.0,15.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.26702269692923897,0.0,0.6666666666666667
5.0,1.0,0.6197304986546393,0.04701972639822656,1.0,1.0,1.0,1.0,0.38461538461538464,0.5,0.5,0.28366013071895424,0.0,0.6428571428571428
250.0,1.0,0.4337901322233841,0.04015706932952895,20.0,15.0,3.0,1.0,0.12378378378378378,0.0,0.5714285714285714,0.2675086107921929,1.0,1.0
250.0,1.0,0.3276418281268183,0.019791628629900707,20.0,15.0,1.0,1.0,0.19243243243243244,1.0,0.5714285714285714,0.2863568215892054,1.0,1.0
250.0,0.7857142857142857,0.4851716688443463,0.02549686946049933,20.0,15.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.3110367892976589,0.0,0.5625
250.0,1.0,0.7691470184252179,0.04600501712816682,20.0,15.0,1.0,1.0,0.7616216216216216,0.0,0.5714285714285714,0.28366013071895424,1.0,1.0
250.0,1.0,0.45229829794746107,0.028737938264551025,20.0,15.0,1.0,1.0,0.2227027027027027,0.0,0.5714285714285714,0.26702269692923897,0.0,0.5555555555555556
250.0,1.0,0.3816425061575292,0.027810984759099367,20.0,15.0,1.0,1.0,0.32432432432432434,0.0,0.5714285714285714,0.2764423076923077,0.0,0.6363636363636364
250.0,1.0,0.43419649590521286,0.02255080762418886,20.0,15.0,1.0,1.0,0.5394594594594595,1.0,0.5714285714285714,0.28342245989304815,0.0,0.5555555555555556
247.0,0.9,0.13709963067987296,0.014008794575773458,17.0,6.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.2675086107921929,0.0,0.9
247.0,0.8888888888888888,0.257884636429753,0.01862203273512978,17.0,6.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.2863568215892054,0.0,0.8888888888888888
247.0,0.75,0.2169494685790467,0.00945137653504913,17.0,6.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.3110367892976589,0.0,0.5625
247.0,1.0,0.28524605842510486,0.017950251948186745,17.0,6.0,1.0,1.0,0.4724318049912943,1.0,0.7391304347826086,0.28366013071895424,1.0,1.0
247.0,1.0,0.2972180495286269,0.020505243331140274,17.0,6.0,1.0,1.0,0.387695879280325,0.6666666666666666,0.7391304347826086,0.288107202680067,1.0,1.0
247.0,0.8125,0.26739243645268024,0.01489505313572606,17.0,6.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.2607879924953096,0.0,0.6
247.0,1.0,0.20238783872375285,0.012302735910219107,17.0,6.0,1.0,1.0,0.4341265235055136,1.0,0.7391304347826086,0.26702269692923897,0.0,0.5
247.0,0.8181818181818181,0.27553831974655807,0.019808392272612017,17.0,6.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.30214723926380366,0.0,0.6666666666666667
247.0,1.0,0.29181275735039836,0.014769346527818495,17.0,6.0,1.0,1.0,0.4196169471851422,0.75,0.7391304347826086,0.28342245989304815,0.0,0.6111111111111112
17.0,1.0,0.41129233933495024,0.03344992677809363,0.0,0.0,1.0,1.0,0.43410852713178294,0.0,0.0,0.288107202680067,0.0,0.6428571428571428
17.0,1.0,0.3117617853411761,0.02064051699729619,0.0,0.0,1.0,1.0,0.13953488372093023,0.0,0.0,0.26702269692923897,0.0,0.6285714285714286
17.0,0.9090909090909091,0.3076369568699643,0.027345271821844125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30214723926380366,0.0,0.5
25.0,1.0,0.16701969018724963,0.013594135278790772,2.0,2.0,1.0,1.0,0.42473118279569894,0.0,0.5,0.2675086107921929,1.0,1.0
25.0,1.0,0.2831167012760207,0.01792226742963821,2.0,2.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.2863568215892054,1.0,1.0
25.0,0.7692307692307692,0.4580029571357424,0.02780413665216739,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.28366013071895424,0.0,0.6428571428571428
25.0,0.8333333333333335,0.3704513615550708,0.022630713406132028,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.288107202680067,0.0,0.5
25.0,0.8,0.32569531787621664,0.02206444546602692,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.2607879924953096,0.0,0.8
32.0,1.0,0.14152529359874666,0.017439995141445987,4.0,2.0,1.0,1.0,0.8212927756653993,1.0,0.6666666666666666,0.2675086107921929,1.0,1.0
32.0,1.0,0.14094279376098207,0.015495006384852662,4.0,2.0,1.0,1.0,0.8631178707224335,0.5,0.6666666666666666,0.2863568215892054,1.0,1.0
32.0,0.7272727272727273,0.19196213004517768,0.012434101971897892,4.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3110367892976589,0.0,0.625
32.0,1.0,0.3251270526925858,0.0389781991921741,4.0,2.0,1.0,1.0,0.6159695817490495,1.0,0.6666666666666666,0.288107202680067,1.0,1.0
32.0,0.7647058823529411,0.32940378400134934,0.026389875229015244,4.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.26702269692923897,0.0,0.56
32.0,1.0,1.0672216461813249,0.0946806122519509,4.0,2.0,2.0,1.0,0.18631178707224336,1.0,0.6666666666666666,0.30214723926380366,0.0,0.5
32.0,0.7777777777777779,0.20506465284923214,0.0171581740519791,4.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2764423076923077,0.0,0.4545454545454546
32.0,1.0,0.5963893093824791,0.044409171722144154,4.0,2.0,1.0,1.0,0.06463878326996197,0.6666666666666666,0.6666666666666666,0.28342245989304815,0.0,0.6153846153846154
21.0,1.0,0.13208198654680536,0.011589676790839373,3.0,1.0,1.0,1.0,0.16847826086956522,0.6666666666666666,0.75,0.2675086107921929,1.0,1.0
21.0,1.0,0.13151376302296053,0.012079807424131029,3.0,1.0,1.0,1.0,0.22826086956521738,0.6666666666666666,0.75,0.2863568215892054,1.0,1.0
161.0,0.8205128205128205,0.10196087612359246,0.007774841485574095,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2863568215892054,0.0,0.5555555555555556
161.0,1.0,0.6557575136584978,0.05299499795302454,6.0,0.0,2.0,1.0,0.036300777873811585,0.0,1.0,0.3110367892976589,1.0,1.0
46.0,1.0,0.07007136873533852,0.007130040733176215,3.0,1.0,1.0,1.0,0.7294117647058823,0.0,0.75,0.2675086107921929,1.0,1.0
46.0,1.0,0.14450474833015348,0.010645460210796735,3.0,1.0,1.0,1.0,0.7617647058823529,0.0,0.75,0.2863568215892054,1.0,1.0
46.0,0.68,0.22320645200012162,0.014353274058749808,3.0,1.0,0.0,0.0,0.0,0.0,0.75,0.28366013071895424,0.0,0.5714285714285714
46.0,0.8461538461538461,0.37391659908230385,0.028690037177878987,3.0,1.0,0.0,0.0,0.0,0.0,0.75,0.288107202680067,0.0,0.7142857142857143
46.0,0.8461538461538461,0.18488919439451215,0.016634350851239637,3.0,1.0,0.0,0.0,0.0,0.0,0.75,0.2607879924953096,0.0,0.5333333333333333
46.0,0.7647058823529411,0.16093013801429534,0.0151663309995096,3.0,1.0,0.0,0.0,0.0,0.0,0.75,0.26702269692923897,0.0,0.5555555555555556
46.0,0.7857142857142857,0.17321466048741174,0.010707256063704852,3.0,1.0,0.0,0.0,0.0,0.0,0.75,0.30214723926380366,0.0,0.4444444444444444
292.0,0.7142857142857143,0.12519409568266285,0.006665663884099,56.0,23.0,0.0,0.0,0.0,0.0,0.7088607594936709,0.2675086107921929,0.0,0.6
292.0,0.8333333333333335,0.3692734289657812,0.0161198668166231,56.0,23.0,0.0,0.0,0.0,0.0,0.7088607594936709,0.288107202680067,0.0,0.5
292.0,1.0,0.20048654128473958,0.009834084509637223,56.0,23.0,1.0,1.0,0.9304222648752399,1.0,0.7088607594936709,0.2764423076923077,0.0,0.6363636363636364
292.0,1.0,0.508347414875048,0.03192065320355161,56.0,23.0,2.0,1.0,0.9294625719769674,1.0,0.7088607594936709,0.28342245989304815,0.0,0.8333333333333335
55.0,0.7083333333333333,0.22447905761235204,0.010439764087710532,18.0,1.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.3110367892976589,0.0,0.625
55.0,1.0,0.5190077737624018,0.031077841174786222,18.0,1.0,1.0,1.0,0.6797900262467191,1.0,0.9473684210526315,0.28366013071895424,0.0,0.5714285714285714
55.0,0.8571428571428572,0.3476965445869533,0.020051943783947236,18.0,1.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.30214723926380366,0.0,0.38888888888888884
55.0,1.0,0.7435195794459867,0.05904021179625696,18.0,1.0,3.0,1.0,0.13123359580052493,0.75,0.9473684210526315,0.28342245989304815,0.0,0.6666666666666667
18.0,0.7272727272727273,0.1236473750537199,0.013485718324595048,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3110367892976589,0.0,0.5625
18.0,0.6666666666666667,0.12526520174813485,0.013109492004150373,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.28366013071895424,0.0,0.6428571428571428
18.0,0.7619047619047619,0.11166537184433088,0.013513994423476226,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.288107202680067,0.0,0.5714285714285714
18.0,0.8,0.1208755714712087,0.008505043890495952,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.30214723926380366,0.0,0.5
82.0,0.7,0.0683288303571046,0.0030325283967020606,5.0,2.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2675086107921929,0.0,0.5
82.0,1.0,0.4794161094549712,0.027909105560364307,5.0,2.0,1.0,1.0,0.5345454545454545,0.0,0.7142857142857143,0.28366013071895424,0.0,0.6428571428571428
82.0,1.0,0.3858669087754415,0.02975289114493557,5.0,2.0,1.0,1.0,0.48363636363636364,0.0,0.7142857142857143,0.288107202680067,1.0,1.0
82.0,0.8235294117647058,0.3638199586511685,0.02555302450179383,5.0,2.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2607879924953096,0.0,0.5333333333333333
82.0,1.0,0.19569129218085404,0.015955594625416947,5.0,2.0,1.0,1.0,0.42,0.0,0.7142857142857143,0.26702269692923897,0.0,0.5555555555555556
82.0,1.0,0.6020458242006274,0.05215324746773175,5.0,2.0,1.0,1.0,0.3981818181818182,0.0,0.7142857142857143,0.30214723926380366,0.0,0.5
82.0,1.0,0.32784744390136344,0.028427002733011512,5.0,2.0,1.0,1.0,0.39090909090909093,0.0,0.7142857142857143,0.2764423076923077,0.0,0.5454545454545454
59.0,0.6666666666666667,0.0898117086215397,0.0049900940929835805,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.2675086107921929,0.0,0.5
59.0,0.7894736842105263,0.5162196614866108,0.036266312744457796,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.28366013071895424,0.0,0.7142857142857143
59.0,0.8333333333333335,0.40373943228877296,0.02438131949008618,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.288107202680067,0.0,0.6428571428571428
59.0,0.8571428571428572,0.29675290165639906,0.022697264845223324,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.2607879924953096,0.0,0.6
59.0,0.8333333333333335,0.22229327712756913,0.019181300259130597,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.26702269692923897,0.0,0.6111111111111112
59.0,0.9,0.2988721391514332,0.019825454195075577,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.30214723926380366,0.0,0.6666666666666667
